XPK_COUNTERPARTY,FK_DATA,OWNERSHIP,COI,UNIT,SOURCE_SYSTEM,FULL_NAME,TOTAL_ASSETS,TOTAL_ASSETS_CURRENCY,TOTAL_TURNOVER,TOTAL_TURNOVER_CURRENCY,RatingID,ParentRatingID,LBRatingID,AnnualTurnover,AnnualTurnoverDirect,AnnualTurnoverParent,AnnualTurnoverLBR,TotalAssets,TotalAssetsDirect,TotalAssetsParent,TotalAssetsLBR
2797078,2797078,AAB,null,CBC Leisure,FAIR,null,108677000,EUR,60954000,EUR,null,null,null,null,null,null,null,null,null,null,null
2797079,2797079,AAB,null,CBC Leisure,FAIR,null,108677000,EUR,60954000,EUR,null,null,null,null,null,null,null,null,null,null,null
2797080,2797080,AAB,null,CBC Leisure,FAIR,null,108677000,EUR,60954000,EUR,null,null,null,null,null,null,null,null,null,null,null
2797081,2797081,AAB,null,CBC Leisure,FAIR,null,108677000,EUR,60954000,EUR,null,null,null,null,null,null,null,null,null,null,null
2797082,2797082,AAB,null,CBC Leisure,FAIR,null,108677000,EUR,60954000,EUR,null,null,null,null,null,null,null,null,null,null,null
2797083,2797083,AAB,null,CBC Leisure,FAIR,null,108677000,EUR,60954000,EUR,null,null,null,null,null,null,null,null,null,null,null
2797084,2797084,AAB,null,CBC Leisure,FAIR,null,108677000,EUR,60954000,EUR,null,null,null,null,null,null,null,null,null,null,null
2797189,2797189,AAB,null,CIB Corporate Lendin,FAIR,null,434925303.454715,EUR,31684173.6694678,EUR,null,null,null,null,null,null,null,null,null,null,null
2797532,2797532,AAB,null,CIB CFB T&L Transpor,FAIR,null,3156910966.34093,EUR,801454035.468694,EUR,null,null,null,null,null,null,null,null,null,null,null
2797541,2797541,AAB,null,CIB CFB T&L Transpor,FAIR,null,3156910966.34093,EUR,801454035.468694,EUR,null,null,null,null,null,null,null,null,null,null,null
2797542,2797542,AAB,null,CIB CFB T&L Transpor,FAIR,null,3156910966.34093,EUR,801454035.468694,EUR,null,null,null,null,null,null,null,null,null,null,null
2797544,2797544,AAB,null,CIB CFB T&L Transpor,FAIR,null,3156910966.34093,EUR,801454035.468694,EUR,null,null,null,null,null,null,null,null,null,null,null
2797545,2797545,AAB,null,CIB CFB T&L Transpor,FAIR,null,3156910966.34093,EUR,801454035.468694,EUR,null,null,null,null,null,null,null,null,null,null,null
2797546,2797546,AAB,null,CIB CFB T&L Transpor,FAIR,null,3156910966.34093,EUR,801454035.468694,EUR,null,null,null,null,null,null,null,null,null,null,null
2797547,2797547,AAB,null,CIB CFB T&L Transpor,FAIR,null,3156910966.34093,EUR,801454035.468694,EUR,null,null,null,null,null,null,null,null,null,null,null
2797554,2797554,AAB,null,CIB CFB T&L Transpor,FAIR,null,3156910966.34093,EUR,801454035.468694,EUR,null,null,null,null,null,null,null,null,null,null,null
2797555,2797555,AAB,null,CIB CFB T&L Transpor,FAIR,null,3156910966.34093,EUR,801454035.468694,EUR,null,null,null,null,null,null,null,null,null,null,null
2797568,2797568,AAB,null,CBC Manufacturing,FAIR,null,50690000,EUR,91079000,EUR,null,null,null,null,null,null,null,null,null,null,null
2797569,2797569,AAB,null,CBC Manufacturing,FAIR,null,50690000,EUR,91079000,EUR,null,null,null,null,null,null,null,null,null,null,null
2797581,2797581,AAB,null,CBC Manufacturing,FAIR,null,50690000,EUR,91079000,EUR,null,null,null,null,null,null,null,null,null,null,null
2797582,2797582,AAB,null,CIB CFB T&L Transpor,FAIR,null,3156910966.34093,EUR,801454035.468694,EUR,null,null,null,null,null,null,null,null,null,null,null
2797597,2797597,AAB,null,CIB CFB T&L Transpor,FAIR,null,3156910966.34093,EUR,801454035.468694,EUR,null,null,null,null,null,null,null,null,null,null,null
2797603,2797603,AAB,null,CIB CFB T&L Transpor,FAIR,null,3156910966.34093,EUR,801454035.468694,EUR,null,null,null,null,null,null,null,null,null,null,null
2797638,2797638,AAB,null,CIB CFB T&L Transpor,FAIR,null,3156910966.34093,EUR,801454035.468694,EUR,null,null,null,null,null,null,null,null,null,null,null
2797639,2797639,AAB,null,CIB CFB T&L Transpor,FAIR,null,3156910966.34093,EUR,801454035.468694,EUR,null,null,null,null,null,null,null,null,null,null,null
2797706,2797706,AAB,null,CIB Corporate Lendin,FAIR,null,2696400000,EUR,1708700000,EUR,null,null,null,null,null,null,null,null,null,null,null
2797707,2797707,AAB,null,CIB Corporate Lendin,FAIR,null,2696400000,EUR,1708700000,EUR,null,null,null,null,null,null,null,null,null,null,null
2798116,2798116,AAB,null,ABN AMRO Commercial ,FAIR,null,106282000,EUR,787829000,EUR,null,null,null,null,null,null,null,null,null,null,null
2798708,2798708,AAB,null,CIB Corporate Lendin,FAIR,null,1043794000,EUR,1460160000,EUR,null,null,null,null,null,null,null,null,null,null,null
2798846,2798846,AAB,null,CBC Manufacturing,FAIR,null,114181000,EUR,142420000,EUR,null,null,null,null,null,null,null,null,null,null,null
2798873,2798873,AAB,null,CIB NR BM Chemicals ,FAIR,null,14975000000,EUR,15453602000,EUR,null,null,null,null,null,null,null,null,null,null,null
2798874,2798874,AAB,null,CIB NR BM Chemicals ,FAIR,null,14975000000,EUR,15453602000,EUR,null,null,null,null,null,null,null,null,null,null,null
2798875,2798875,AAB,null,CIB NR BM Chemicals ,FAIR,null,14975000000,EUR,15453602000,EUR,null,null,null,null,null,null,null,null,null,null,null
2798876,2798876,AAB,null,CIB NR BM Chemicals ,FAIR,null,14975000000,EUR,15453602000,EUR,null,null,null,null,null,null,null,null,null,null,null
2798932,2798932,AAB,null,CIB Corporate Lendin,FAIR,null,42573000,EUR,27366000,EUR,null,null,null,null,null,null,null,null,null,null,null
2798933,2798933,AAB,null,CIB Corporate Lendin,FAIR,null,42573000,EUR,27366000,EUR,null,null,null,null,null,null,null,null,null,null,null
2799460,2799460,AAB,null,CB FSPM Event Financ,FAIR,null,37105000,EUR,9585000,EUR,null,null,null,null,null,null,null,null,null,null,null
2800441,2800441,AAB,null,CIB Corporate Lendin,FAIR,null,965861000,EUR,1151553000,EUR,null,null,null,null,null,null,null,null,null,null,null
2800446,2800446,AAB,null,CIB Corporate Lendin,FAIR,null,965861000,EUR,1151553000,EUR,null,null,null,null,null,null,null,null,null,null,null
2800450,2800450,AAB,null,CIB Corporate Lendin,FAIR,null,965861000,EUR,1151553000,EUR,null,null,null,null,null,null,null,null,null,null,null
2800461,2800461,AAB,null,CIB Corporate Lendin,FAIR,null,965861000,EUR,1151553000,EUR,null,null,null,null,null,null,null,null,null,null,null
2800462,2800462,AAB,null,CIB Corporate Lendin,FAIR,null,965861000,EUR,1151553000,EUR,null,null,null,null,null,null,null,null,null,null,null
2800470,2800470,AAB,null,CIB Corporate Lendin,FAIR,null,965861000,EUR,1151553000,EUR,null,null,null,null,null,null,null,null,null,null,null
2800471,2800471,AAB,null,CIB Corporate Lendin,FAIR,null,965861000,EUR,1151553000,EUR,null,null,null,null,null,null,null,null,null,null,null
2801264,2801264,AAB,null,CBC Manufacturing,FAIR,null,100208000,EUR,103674000,EUR,null,null,null,null,null,null,null,null,null,null,null
2802057,2802057,AAB,null,ABN AMRO Commercial ,FAIR,null,81752000,EUR,149596000,EUR,null,null,null,null,null,null,null,null,null,null,null
2802277,2802277,AAB,null,CIB CFB T&L Transpor,FAIR,null,804135475.710873,EUR,177828266.266923,EUR,null,null,null,null,null,null,null,null,null,null,null
2803003,2803003,AAB,null,CBC Food,FAIR,null,105138000,EUR,206073000,EUR,null,null,null,null,null,null,null,null,null,null,null
2803004,2803004,AAB,null,CBC Food,FAIR,null,105138000,EUR,206073000,EUR,null,null,null,null,null,null,null,null,null,null,null
2803005,2803005,AAB,null,CBC Food,FAIR,null,105138000,EUR,206073000,EUR,null,null,null,null,null,null,null,null,null,null,null
2803232,2803232,AAB,null,CBC Leisure,FAIR,null,31977000,EUR,11351000,EUR,null,null,null,null,null,null,null,null,null,null,null
2803234,2803234,AAB,null,CBC Leisure,FAIR,null,31977000,EUR,11351000,EUR,null,null,null,null,null,null,null,null,null,null,null
2803235,2803235,AAB,null,CBC Leisure,FAIR,null,31977000,EUR,11351000,EUR,null,null,null,null,null,null,null,null,null,null,null
2803236,2803236,AAB,null,CBC Leisure,FAIR,null,31977000,EUR,11351000,EUR,null,null,null,null,null,null,null,null,null,null,null
2803237,2803237,AAB,null,CBC Leisure,FAIR,null,31977000,EUR,11351000,EUR,null,null,null,null,null,null,null,null,null,null,null
2803616,2803616,AAB,null,CBC Food,FAIR,null,71009000,EUR,263059000,EUR,null,null,null,null,null,null,null,null,null,null,null
2804139,2804139,AAB,null,CIB Corporate Lendin,FAIR,null,1242583000,EUR,2356758000,EUR,null,null,null,null,null,null,null,null,null,null,null
2804748,2804748,AAB,null,Bedrijven Regio Noor,FAIR,null,6971000,EUR,14097000,EUR,null,null,null,null,null,null,null,null,null,null,null
2804785,2804785,AAB,null,Bedrijven Regio Zuid,FAIR,null,6971000,EUR,14097000,EUR,null,null,null,null,null,null,null,null,null,null,null
2805343,2805343,AAB,null,CIB NR Energy EMEA,FAIR,null,2380292312.73715,EUR,983173279.617745,EUR,null,null,null,null,null,null,null,null,null,null,null
2806052,2806052,AAB,null,CIB CFB T&L Transpor,FAIR,null,50191820484.9801,EUR,3532392327.1806,EUR,null,null,null,null,null,null,null,null,null,null,null
2806057,2806057,AAB,null,CIB Corporate Lendin,FAIR,null,3984470392.98204,EUR,264833145.634521,EUR,null,null,null,null,null,null,null,null,null,null,null
2806100,2806100,AAB,null,ABN AMRO Commercial ,FAIR,null,116413000,EUR,207144400,EUR,null,null,null,null,null,null,null,null,null,null,null
2806137,2806137,AAB,null,CB FSPM Event Financ,FAIR,null,365316000,EUR,201311000,EUR,null,null,null,null,null,null,null,null,null,null,null
2806198,2806198,AAB,null,Bedrijven Regio Midd,FAIR,null,80494000,EUR,80129000,EUR,null,null,null,null,null,null,null,null,null,null,null
2806252,2806252,AAB,null,CBC Healthcare,FAIR,null,400970000,EUR,561638000,EUR,null,null,null,null,null,null,null,null,null,null,null
2806352,2806352,AAB,null,CB FSPM Event Financ,FAIR,null,170586000,EUR,91483000,EUR,null,null,null,null,null,null,null,null,null,null,null
2806353,2806353,AAB,null,CB FSPM Event Financ,FAIR,null,170586000,EUR,91483000,EUR,null,null,null,null,null,null,null,null,null,null,null
2806478,2806478,AAB,null,CIB Corporate Lendin,FAIR,null,160170000,EUR,23668000,EUR,null,null,null,null,null,null,null,null,null,null,null
2806480,2806480,AAB,null,CIB Corporate Lendin,FAIR,null,160170000,EUR,23668000,EUR,null,null,null,null,null,null,null,null,null,null,null
2806483,2806483,AAB,null,CIB Corporate Lendin,FAIR,null,160170000,EUR,23668000,EUR,null,null,null,null,null,null,null,null,null,null,null
2806848,2806848,AAB,null,CBC Transport&Logist,FAIR,null,1540942000,EUR,927184000,EUR,null,null,null,null,null,null,null,null,null,null,null
2806864,2806864,AAB,null,ABN AMRO Commercial ,FAIR,null,116413000,EUR,207144400,EUR,null,null,null,null,null,null,null,null,null,null,null
2807129,2807129,AAB,null,CBC Retail,FAIR,null,424194000,EUR,672906000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807130,2807130,AAB,null,CBC Retail,FAIR,null,424194000,EUR,672906000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807131,2807131,AAB,null,CBC Retail,FAIR,null,424194000,EUR,672906000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807134,2807134,AAB,null,CIB Corporate Lendin,FAIR,null,424194000,EUR,672906000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807136,2807136,AAB,null,CBC Retail,FAIR,null,424194000,EUR,672906000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807138,2807138,AAB,null,CBC Retail,FAIR,null,424194000,EUR,672906000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807141,2807141,AAB,null,CBC Retail,FAIR,null,424194000,EUR,672906000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807142,2807142,AAB,null,CBC Retail,FAIR,null,424194000,EUR,672906000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807145,2807145,AAB,null,CBC Retail,FAIR,null,424194000,EUR,672906000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807150,2807150,AAB,null,CBC Retail,FAIR,null,424194000,EUR,672906000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807151,2807151,AAB,null,CBC Retail,FAIR,null,424194000,EUR,672906000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807154,2807154,AAB,null,CBC Retail,FAIR,null,424194000,EUR,672906000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807176,2807176,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807181,2807181,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807185,2807185,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807188,2807188,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807194,2807194,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807196,2807196,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807197,2807197,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807198,2807198,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807199,2807199,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807200,2807200,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807201,2807201,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807202,2807202,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807204,2807204,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807205,2807205,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807322,2807322,AAB,null,CIB Corporate Lendin,FAIR,null,15737000,EUR,13139000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807473,2807473,AAB,null,CIB Corporate Lendin,FAIR,null,115045000,EUR,184821000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807474,2807474,AAB,null,CIB Corporate Lendin,FAIR,null,115045000,EUR,184821000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807475,2807475,AAB,null,CIB Corporate Lendin,FAIR,null,115045000,EUR,184821000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807476,2807476,AAB,null,CIB Corporate Lendin,FAIR,null,115045000,EUR,184821000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807480,2807480,AAB,null,CIB Corporate Lendin,FAIR,null,115045000,EUR,184821000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807485,2807485,AAB,null,CIB Corporate Lendin,FAIR,null,115045000,EUR,184821000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807486,2807486,AAB,null,CIB Corporate Lendin,FAIR,null,115045000,EUR,184821000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807487,2807487,AAB,null,CIB Corporate Lendin,FAIR,null,115045000,EUR,184821000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807488,2807488,AAB,null,CIB Corporate Lendin,FAIR,null,115045000,EUR,184821000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807489,2807489,AAB,null,CIB Corporate Lendin,FAIR,null,115045000,EUR,184821000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807510,2807510,AAB,null,CIB NR BM Chemicals ,FAIR,null,1098919000,EUR,913508000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807730,2807730,AAB,null,CIB Corporate Lendin,FAIR,null,103143000,EUR,253030000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807731,2807731,AAB,null,CIB Corporate Lendin,FAIR,null,103143000,EUR,253030000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807732,2807732,AAB,null,CIB Corporate Lendin,FAIR,null,103143000,EUR,253030000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807733,2807733,AAB,null,CIB Corporate Lendin,FAIR,null,103143000,EUR,253030000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807735,2807735,AAB,null,CIB Corporate Lendin,FAIR,null,103143000,EUR,253030000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807736,2807736,AAB,null,CIB Corporate Lendin,FAIR,null,103143000,EUR,253030000,EUR,null,null,null,null,null,null,null,null,null,null,null
2807776,2807776,AAB,null,CBC Manufacturing,FAIR,null,19190000,EUR,7765000,EUR,null,null,null,null,null,null,null,null,null,null,null
2808024,2808024,AAB,null,CIB NR Energy EMEA,FAIR,null,11026000000,EUR,2061000000,EUR,null,null,null,null,null,null,null,null,null,null,null
2808078,2808078,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2808079,2808079,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2808080,2808080,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2808081,2808081,AAB,null,CBC Tech Media&Telec,FAIR,null,239878000,EUR,197431000,EUR,null,null,null,null,null,null,null,null,null,null,null
2808256,2808256,AAB,null,CIB Corporate Lendin,FAIR,null,845833000,EUR,1246476000,EUR,null,null,null,null,null,null,null,null,null,null,null
2808257,2808257,AAB,null,CIB Corporate Lendin,FAIR,null,845833000,EUR,1246476000,EUR,null,null,null,null,null,null,null,null,null,null,null
2808719,2808719,AAB,null,CIB Corporate Lendin,FAIR,null,3429707000,EUR,791211000,EUR,null,null,null,null,null,null,null,null,null,null,null
2808864,2808864,AAB,null,CBC Manufacturing,FAIR,null,160237000,EUR,233403000,EUR,null,null,null,null,null,null,null,null,null,null,null
2809261,2809261,AAB,null,CIB Corporate Lendin,FAIR,null,90201000,EUR,148302000,EUR,null,null,null,null,null,null,null,null,null,null,null
2809263,2809263,AAB,null,CIB Corporate Lendin,FAIR,null,90201000,EUR,148302000,EUR,null,null,null,null,null,null,null,null,null,null,null
2809279,2809279,AAB,null,CB FSPM Event Financ,FAIR,null,87506000,EUR,128563000,EUR,null,null,null,null,null,null,null,null,null,null,null
